eventid,begin_date,end_date,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,alternative_txt,multiple,success,suicide,targsubtype1_txt,corp1,natlty1_txt,targsubtype2_txt,corp2,natlty2_txt,targsubtype3_txt,corp3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weapsubtype1_txt,weapsubtype2,weapsubtype2_txt,weapsubtype3_txt,weapsubtype4_txt,nkill,nkillter,nwound,nwoundte,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome_txt,nreleased,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,weapon_biological,weapon_chemical,weapon_radiological,weapon_nuclear,weapon_firearms,weapon_explosives,weapon_fake weapons,weapon_incendiary,weapon_melee,weapon_vehicle,weapon_sabotage equipment,weapon_other,weapon_unknown,attack_assassination,attack_armed assault,attack_bombing/explosion,attack_hijacking,attack_hostage taking (barricade incident),attack_hostage taking (kidnapping),attack_facility/infrastructure attack,attack_unarmed assault,attack_unknown,target_business,target_government (general),target_police,target_military,target_abortion related,target_airports & aircraft,target_government (diplomatic),target_educational institution,target_food or water supply,target_journalists & media,target_maritime,target_ngo,target_other,target_private citizens & property,target_religious figures/institutions,target_telecommunication
202105020038,2021-05-02,2021-05-02,Iraq,Middle East & North Africa,Muthanna,Samawah,31.300212,45.277092,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),International,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105030004,2021-05-02,2021-05-02,Afghanistan,South Asia,Farah,Shewan,32.629754,62.490806,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,1,Unknown,,,,,,,,Unknown Explosive Type,18.0,Arson/Fire,,,20.0,,10.0,,Unknown,,Military base damaged,1,1.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105030007,2021-05-02,2021-05-02,Afghanistan,South Asia,Kabul,Kabul,34.523842,69.140304,1,0,1,1,1,0,,0.0,1,0,Intelligence,National Directorate of Security (NDS),Afghanistan,"Police Building (headquarters, station, school)",Afghan Police,Afghanistan,,,,Unknown,,,,,,0,,,0,3,0,0,,,,,,,,,Unknown Gun Type,,,,,3.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202105030012,2021-05-03,2021-05-03,Afghanistan,South Asia,Farah,Farah,32.366905,62.113825,1,0,1,1,1,0,,0.0,0,0,Intelligence,National Directorate of Security (NDS),Afghanistan,Unnamed Civilian/Unspecified,Not Applicable,Afghanistan,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,0.0,0.0,21.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105030014,2021-05-02,2021-05-02,Nigeria,Sub-Saharan Africa,Borno,Ajiri,11.909552,13.588398,1,0,1,1,1,0,,0.0,1,0,Village/City/Town/Suburb,Ajiri Village,Nigeria,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Nigeria,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,-99,0,1,Note left at scene,,,,,,,,Automatic or Semi-Automatic Rifle,18.0,Arson/Fire,,,13.0,,0.0,0.0,Minor (likely < $1 million),,Weapons and vehicles stolen and houses damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202105030015,2021-05-03,2021-05-03,Afghanistan,South Asia,Logar,Puli Alam,34.021193,68.999537,1,0,1,1,1,1,State Actors,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,7.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105030020,2021-05-03,2021-05-03,Saudi Arabia,Middle East & North Africa,Najran,Najran,17.55494,44.232356,1,0,1,1,1,0,,0.0,0,0,Village/City/Town/Suburb,Najran City,Saudi Arabia,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",12.0,Remote Trigger,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105030022,2021-05-03,2021-05-03,Myanmar,Southeast Asia,Yangon,Yangon,16.887781,96.149558,1,0,1,1,1,0,,0.0,1,0,"Government Personnel (excluding police, military)",Government of Myanmar,Myanmar,,,,,,,Unknown,,,,,,0,,,0,3,0,0,,,,,,,,,Knife or Other Sharp Object,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105030034,2021-05-03,2021-05-03,Iraq,Middle East & North Africa,Kirkuk,Bashir,35.244621,44.275486,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Iraqi Volunteer Forces,Iraq,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,1.0,0.0,2.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105030044,2021-05-03,2021-05-03,Afghanistan,South Asia,Helmand,Lashkar Gah,31.600826,64.370529,1,0,1,1,1,0,,0.0,0,0,Police Patrol (including vehicles and convoys),Afghan Police,Afghanistan,Unnamed Civilian/Unspecified,Not Applicable,Afghanistan,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Sticky Bomb,,,,,0.0,0.0,8.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202105030063,2021-05-03,2021-05-03,Chile,South America,Santiago Metropolitan,Santiago,-33.366239,-70.505302,1,0,1,1,1,0,,0.0,1,0,Bank/Commerce,Banco Estado,Chile,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,0.0,0.0,Minor (likely < $1 million),,Building damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105030064,2021-05-03,2021-05-03,West Bank and Gaza Strip,Middle East & North Africa,West Bank,Nablus,32.222272,35.253507,1,1,1,1,1,0,,0.0,1,0,Farmer,Not Applicable,West Bank and Gaza Strip,,,,,,,Israeli settlers,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,0.0,0.0,1.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105040001,2021-05-04,2021-05-04,Afghanistan,South Asia,Jawzjan,Kukal Dash,36.814451,66.341463,1,0,1,1,1,0,,0.0,1,0,Non-State Militia,Unknown,Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,4.0,0.0,3.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105040003,2021-05-04,2021-05-04,Afghanistan,South Asia,Ghazni,Ghazni,33.542623,68.41533,1,0,1,1,1,0,,0.0,0,0,"Government Personnel (excluding police, military)",Government of Ghazni,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,1.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105040009,2021-05-04,2021-05-04,Afghanistan,South Asia,Khost,Khost,33.335257,69.92847,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Afghanistan,Police Security Forces/Officers,Afghan Police,Afghanistan,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Vehicle,,,,,1.0,0.0,17.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202105040019,2021-05-04,2021-05-04,Myanmar,Southeast Asia,Yangon,Yangon,16.887781,96.149558,1,0,1,1,1,0,,0.0,0,0,Medical/Pharmaceutical,Moe Kaung Treasure Maternal and Child Hospital,Myanmar,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Time Fuse,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105040023,2021-05-04,2021-05-04,Nigeria,Sub-Saharan Africa,Borno,Ajiri,11.909552,13.588398,1,0,1,1,1,0,,0.0,1,0,Village/City/Town/Suburb,Ajiri Village,Nigeria,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Nigeria,Non-State Militia,Civilian Joint Task Force (CJTF),Nigeria,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,,,,,30.0,0.0,,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202105040024,2021-05-04,2021-05-04,Nigeria,Sub-Saharan Africa,Borno,Rann,12.268526,14.46611,1,1,1,1,1,0,,0.0,1,0,Vehicles/Transportation,Not Applicable,Nigeria,,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,5.0,0.0,7.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105040026,2021-05-04,2021-05-04,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Mangina,0.607715,29.310204,1,0,1,1,1,0,,0.0,1,0,Village/City/Town/Suburb,Unknown,Democratic Republic of the Congo,,,,,,,Allied Democratic Forces (ADF),,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105040042,2021-05-04,2021-05-04,Iraq,Middle East & North Africa,Basra,Basra,30.510054,47.778094,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),International,,,,,,,Sabiqun Battalion,,,,,,0,,,0,-99,0,1,Unknown,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,0.0,0.0,Minor (likely < $1 million),,US Convoy vehicles damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,1,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105050003,2021-05-05,2021-05-05,Afghanistan,South Asia,Takhar,Taluqan,36.73346,69.537757,1,0,1,1,1,0,,0.0,1,0,Intelligence,National Directorate of Security (NDS),Afghanistan,Non-State Militia,Unknown,Afghanistan,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,8.0,0.0,,0.0,None,0.0,,1,1.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105050006,2021-05-05,2021-05-05,Afghanistan,South Asia,Kabul,Kabul,34.523842,69.140304,1,0,1,1,1,0,,0.0,1,0,"Government Personnel (excluding police, military)",National Assembly,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105050010,2021-05-05,2021-05-05,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.452112,44.375464,1,1,1,1,1,0,,0.0,1,0,Gas/Oil/Electric,Bai Hassan Oil Field,Iraq,Police Security Forces/Officers,Oilfield Protection Force (OPF),Iraq,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,1,"Posted to website, blog, etc.",,,,,,,,Unknown Explosive Type,5.0,Unknown Gun Type,,,1.0,0.0,3.0,0.0,Unknown,,Oil wells damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202105050013,2021-05-05,2021-05-05,Bangladesh,South Asia,Dhaka,Dhaka,23.791275,90.418202,1,0,1,1,1,0,,0.0,0,0,Government Building/Facility/Office,Government of Bangladesh,Bangladesh,,,,,,,Al-Qaida in the Indian Subcontinent,Ansar al-Islam,,,,,0,,,0,1,1,1,Personal claim,,,,,,,,Knife or Other Sharp Object,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105050016,2021-05-05,2021-05-05,Pakistan,South Asia,Khyber Pakhtunkhwa,Datta Khel,32.956954,69.901629,1,0,1,1,1,0,,0.0,1,0,Named Civilian,Not Applicable,Pakistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,1.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105050017,2021-05-05,2021-05-05,Syria,Middle East & North Africa,Aleppo,Afrin,36.511639,36.867356,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Syria,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Vehicle,,,,,0.0,0.0,5.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105050022,2021-05-05,2021-05-05,Somalia,Sub-Saharan Africa,Banaadir,Kahda,2.038774,45.241971,1,0,1,1,1,0,,0.0,1,0,"Government Personnel (excluding police, military)",Government of Khada,Somalia,,,,,,,Al-Shabaab,,,,,,0,,,0,-99,0,1,Personal claim,,,,,,,,Unknown Explosive Type,,,,,3.0,0.0,1.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202105050028,2021-05-05,2021-05-05,Yemen,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,0,1,1,1,0,,1.0,1,0,House/Apartment/Residence,Rawda Neighborhood,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,"202105050028, 202105050029",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105050029,2021-05-05,2021-05-05,Yemen,Middle East & North Africa,Marib,Marib,15.45639,45.324871,1,0,1,1,0,1,Insurgency/Guerilla Action,1.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Coalition to Restore Legitimacy in Yemen,International,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,0.0,,0.0,Unknown,,Military base damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,1,1,"202105050028, 202105050029",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105050031,2021-05-05,2021-05-05,Iraq,Middle East & North Africa,Kirkuk,Riyadh,35.272077,43.915044,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Paramilitary,Iraqi Volunteer Forces,Iraq,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,,0.0,,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105050034,2021-05-05,2021-05-05,Afghanistan,South Asia,Nangarhar,Jalalabad,34.41712,70.449594,1,0,1,1,1,0,,0.0,0,0,House/Apartment/Residence,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Grenade,,,,,0.0,0.0,3.0,0.0,Minor (likely < $1 million),,House damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105060003,2021-05-05,2021-05-05,Afghanistan,South Asia,Logar,Puli Alam,34.021193,68.999537,1,0,1,1,1,0,,0.0,1,0,"Police Building (headquarters, station, school)",Afghan National Police (ANP),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,5.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202105060004,2021-05-06,2021-05-06,Afghanistan,South Asia,Jawzjan,Jar Quduq,36.303826,65.482078,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,5.0,0.0,3.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105060007,2021-05-06,2021-05-06,Afghanistan,South Asia,Helmand,Bolan,31.589826,64.337955,1,0,1,1,1,0,,0.0,1,0,House/Apartment/Residence,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,2.0,0.0,3.0,0.0,Minor (likely < $1 million),,House damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105060009,2021-05-06,2021-05-06,Afghanistan,South Asia,Kunduz,Kunduz,36.70574,68.876969,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,21.0,13.0,2.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105060010,2021-05-06,2021-05-06,Afghanistan,South Asia,Kunduz,Kunduz,36.70574,68.876969,1,0,1,1,1,0,,0.0,1,0,"Police Building (headquarters, station, school)",Afghan Police,Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202105060011,2021-05-06,2021-05-06,Afghanistan,South Asia,Kandahar,Kandahar,31.631083,65.742227,1,0,1,1,1,0,,0.0,1,0,Television Journalist/Staff/Facility,TOLOnews,Afghanistan,,,,,,,Taliban,,,,,,1,,,0,2,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,0.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202105060015,2021-05-06,2021-05-06,Afghanistan,South Asia,Kunduz,Kunduz,36.70574,68.876969,1,0,1,1,1,0,,0.0,1,0,Vehicles/Transportation,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Sticky Bomb,,,,,0.0,0.0,4.0,0.0,Minor (likely < $1 million),,Vehicles damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202105060016,2021-05-06,2021-05-06,Afghanistan,South Asia,Ghazni,Arzo,33.47041,68.484576,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Checkpoint,Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,16.0,0.0,3.0,0.0,Unknown,,District seized,1,12.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105060017,2021-05-05,2021-05-05,Afghanistan,South Asia,Baghlan,Shakhri Kokhna,36.223715,68.778323,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Afghanistan,,,,,,,Taliban,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,,0.0,,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202105060025,2021-05-06,2021-05-06,Nigeria,Sub-Saharan Africa,Borno,Bulabulin,11.391125,12.909138,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Nigerian Armed Forces,Nigeria,,,,,,,Boko Haram,Al-Barnawi faction (Islamic State West Africa Province-ISWAP),,,,,0,,,0,-99,0,1,"Posted to website, blog, etc.",,,,,,,,Unknown Gun Type,18.0,Arson/Fire,,,,,,,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
